title,video_id,channel_title,publish_time,description,tags,category_id,view_count,like_count,comment_count,duration,definition,privacy_status
FILMES E SÃ‰RIES PRA QUEM AMA GLEE! #series #disneyplusbr,KX5MNbTdclM,Ali e Aqui,2025-07-14T21:41:46Z,Glee Ã© a sÃ©rie da minha vida e eu vou compartilhar com vocÃªs alguns dos meus favoritos que sempre me dÃ£o aquele quentinho no coraÃ§Ã£o. Todos disponÃ­veis no @disneyplusbr   #SÃ©ries #Filmes #Glee #DisneyPlusBr #Publicidade,,24,83868,371,9,PT1M37S,hd,public
Sweet Caroline (Glee),IZx70KJHWug,AM M,2013-05-14T15:09:09Z,"Sweet Caroline by Noah Puckerman (Mark Salling) [Season 1, Episode 8]",glee,10,6403298,50642,1700,PT2M14S,hd,public
#edits #edit #heartstopper #xd #humor #greenscreen #duet #shortsfeed #glee #facts,xcq1AbAA0vI,American zoom,2025-08-18T07:18:55Z,,,22,11,1,0,PT7S,hd,public
GLEE   Full Performance of 'I'm So Excited' from 'A Wedding'1,Q_8CsSqmnw8,Ana Caroline,2015-11-22T16:02:36Z,,"Glee (TV Program),Wedding (Quotation Subject),Television Program (Media Genre),Performance (Visual Art Form)",10,1495327,9651,240,PT2M57S,hd,public
#musicals #company #glee #theatrekid #theatrekids #musicaltheater #TeamHailey #broadway #gleek,ajDJ25edQwg,Anna Larissa ,2025-08-04T16:00:06Z,,,24,12457,977,28,PT32S,hd,public
Smooth Criminal (from Glee) ã€covered by Anna ft. @CalebHyles ã€‘,AqmrLXaOkos,annapantsu,2021-05-22T23:00:04Z,"Hello everyone! This week I sang Smooth Criminal from Glee (but also most definitely sang by Michael Jackson) with @CalebHyles!

Glee had some wicked bangers, Iâ€™m sure we can all agree on that. This is FOR SURE one of them. I had this bad boy on my car playlist for a loooong time and Iâ€™m glad I actually had the opportunity to sing it. But seeing that my name is Anna I feel a personal responsibility to answer the ever present question;

Ann(ie)a, are you okay? 
Iâ€™m pretty good, thank you for asking.

As always, thank you for your continued support! It really does mean the world to me. Hope you all have a fantastic evening and Iâ€™ll see you next Saturday.
â™¥
(you can listen to this bad boy on the go too: https://bit.ly/SmoothCriminalAnna)  
___________________________________________________________
â€¢ Credits â€¢ â€œSmooth Criminalâ€ - Glee/Michael Jackson
Artwork: Bellandi Elisa | https://www.instagram.com/dhinoriderbob/   
Instrumental: Ryan Lafford | https://twitter.com/RyanLafford + https://www.youtube.com/c/RyanLafford 
Mix: PalmMute | https://twitter.com/PalmMuteAudio
Video: Coda | https://twitter.com/codaanim + https://www.youtube.com/c/CodaAnim 
Vocals: Caleb Hyles | https://twitter.com/CalebHyles + https://www.youtube.com/user/CalebsCovers 
Anna (thatâ€™s me) 

(thank you to everyone who helped make this cover possible! Youâ€™re all super stars!)
___________________________________________________________
Are you an instrumentalist, artist/animator or vocalist interested in paid work? Iâ€™m always looking for more creatives to collaborate with on my covers! Contact me at annaoliviamarch@gmail.com with the subject â€œtalent for hireâ€ and send along some examples of your work. Looking forward to hearing from you!
___________________________________________________________
ðŸŒŸ Join my discord here ðŸŒŸ
 - https://discord.gg/U4EJ5dz 
(we have lots of singing/karaoke events and a generally good time!)

âœ¨ Support me on Patreon âœ¨
- https://www.patreon.com/annapantsu
(get access to new covers before theyâ€™re released!)

ðŸŽ¶ LISTEN TO MY MUSIC ðŸŽ¶
Apple Music: https://goo.gl/KMmnx3 
Spotify: https://goo.gl/CFhts3
Some of my covers are available on music sharing platforms! Search â€œannapantsuâ€ and you should be able to find them. Iâ€™m always working on having more covers released on these sites, so keep an eye out! 

ðŸ¤  FOLLOW ME PLACES ðŸ¤ 
twitter: @annapantsu
instagram: @annapantsuu
email: anna.pantsu@gmail.com
patreon: https://www.patreon.com/annapantsu
merch: https://teespring.com/stores/annapantsu

#Glee #coverartist #annapantsu","annapantsu,anna pantsu,smooth criminal glee,smooth criminal,smooth criminal glee cover,smooth criminal cover,glee smooth,glee smooth criminal,naya rivera,michael jackson,smooth criminal caleb hyles,caleb hyles,smooth criminal karaoke,glee cover,glee,two cellos,two cellos smooth criminal,lea michele,smooth criminal lyrics,smooth criminal 2021,musical theatre,annapantsu glee,caleb hyles glee,michael jackson songs",10,7009258,117305,2653,PT2M11S,hd,public
Glee: A Brief Analysis,xAJ0zHBGRAQ,Anna's Era,2024-12-21T19:53:04Z,"I have a few thoughts about Glee...
Perhaps the real Glee Project was the 12 hour deep-dive/retrospective we made along the way.
00:00 Intro
02:00 Chapter 1: What is Glee?
04:10 Chapter 2: Immaculate Conception
05:34 Chapter 3: The Cast List
09:51 Chapter 4: The Pilot
22:24 Chapter 5: Season 1
01:10:17 Chapter 6: Season 2
02:18:11 Chapter 7: The Glee Concert
02:34:41 Chapter 8: The Glee Project (season one)
03:29:43 Chapter 9: Season 3
04:27:38 Chapter 10: A Cancelled Spin-off
04:29:34 Chapter 11: The Glee Project (season two)
05:00:30 Chapter 12: The New New directions.
05:03:56 Chapter 13: Season 4
05:48:34 SENSITIVE CONTENT SKIP TO HERE
05:59:55 Chapter 14: Season 5a
06:33:54 Chapter 15: Season 5b
06:49:06 Chapter 16: Season 6
07:10:54 Chapter 17: Where are the character now?
07:13:53 Chapter 18: The Songs
07:55:42 Chapter 19: The Fashion
08:09:57 Chapter 20: The Cameos
08:29:08 Chapter 21: The Villains
09:05:50 Chapter 22: The Dating Tree
09:18:53 Chapter 23: Problematic Stuff (in the narrative)
09:31:40 Chapter 24: The Trial of William Schuester
10:05:24 Chapter 25: Stuff they got Wrong!
10:31:35 Chapter 26: A Glee Mystery
10:44:22 Chapter 27: Where are actors now?
10:56:04 Chapter 28: The Glee ""Curse""
11:04:03 Chapter 29: Problematic Stuff (in real life)
11:18:41 Chapter 30: Representation







Written & Edited by @AnnasEraOfficial 
Filmed & Edited by @TheWritersBlockOfficial 

#glee #videoessay #gleerestrospective #nostalgia #tvreview #broadway #musicaltheater #williamschuester #leahmichelle #drama #tvanalysis","glee,glee analysis,Glee music analysis,glee story analysis,glee recap,that's what you missed on glee,the glee curse,glee controversies,leah michelle,william schuester,in defense of will schuester,in defense of glee,was glee as bad as I remember?,was glee bad?,why glee is not bad,why glee is good,the cameos of glee,sue's best lines from glee,who is josh groban,musical theater,musical theater analysis,glee episode 1,glee finale",22,261794,6965,1077,PT11H59M58S,hd,public
yupi Choco Glee #shortvideo #jajanan #trending,FaSEiHta5ZY,Annisap 22,2025-08-19T04:00:17Z,,,22,3509,15,0,PT9S,hd,public
Glee-What Doesn't Kill You (Stronger) [Full Performance],SpxtEfuJn9o,AnskyLun,2013-11-10T23:11:36Z,"Episodio ""On My Way"" (3x14), de la tercera temporada.
Episode ""On My Way"" from season 3.","The Troubletones,Naya,Amber,On My Way,Heather,Santana,Mercedes,Brittany",10,32803771,114648,1941,PT2M24S,hd,public
Glee-Born This Way (Full Performance),18rBn4heThI,AnskyLun,2013-11-09T20:35:58Z,"Episodio ""Born This Way"" (2x18), de la segunda temporada.","Born This Way,Full Performance,New Directions",10,24875548,122643,3143,PT2M33S,hd,public
Glee-I've Had The Time Of My Life & Valerie (Sectionals Season 2),EdAbpLKqmuY,AnskyLun,2013-11-25T01:50:06Z,"Episodio ""Special Education"", de la segunda temporada (2x09).",,10,24421652,100354,2394,PT4M57S,hd,public
Glee-Fly/I Believe I Can Fly (Full Performance),9N_3W4vMejo,AnskyLun,2013-11-10T19:13:00Z,"Episodio ""On My Way"" (3x14), de la tercera temporada.","On My Way,Rachel,Lea,Santana,Blaine,Artie,Finn,Full Performance",22,20526930,83947,2253,PT2M27S,hd,public
Glee-Paradise By The Dashboard Light (Full Performance),Z4pzxlbeaqI,AnskyLun,2014-05-29T22:52:28Z,"""Nationals"", vigÃ©simo primer episodio de la tercera temporada (3x21).

Episode ""Nationals"" from season 3.",,10,12412484,37210,1079,PT3M59S,hd,public
Glee-Hello (Full Performance),xd-xLHUPuTY,AnskyLun,2014-04-24T19:57:45Z,"Episodio ""Hell-O"" (14), de la primera temporada.

Episode ""Hell-O"" (14) from season 1.",,10,8801663,55235,1373,PT2M29S,hd,public
Glee-Dream On (Full Performance),3Uy5oGcLQaY,AnskyLun,2013-11-15T20:15:33Z,"Episodio ""Dream On"" (1x19), de la primera temporada.","Primera temporada,Season One,Full Performance,Full,Neil Patrick Harris",10,7607892,61913,2299,PT2M40S,hd,public
Glee-Homeward Bound/Home (Full Performance),rzsnV1vqa_k,AnskyLun,2013-11-09T21:23:02Z,"Episodio ""Thanksgivin"" (4x08), de la cuarta temporada.","Full Performance,Quinn,Puck,Finn,Mercedes,Mike,Santana",10,5326331,34010,1823,PT2M58S,hd,public
Glee-Come See About Me (Full Performance),KEaH8985jA4,AnskyLun,2014-04-21T04:12:33Z,"Episodio ""Thanksgivin"", de la cuarta temporada (4x08).",,10,3266406,15189,391,PT2M18S,hd,public
Glee-Flashdance (What A Feeling) [Full Performance],JLVRWrX0b88,AnskyLun,2014-04-05T00:19:44Z,"Episodio ""Props"", de la tercera temporada (3x20).",,10,2191528,10862,244,PT2M9S,hd,public
Glee to Gloom,T0WZPyIuxgI,Audio Attack - Topic,2025-07-04T07:31:05Z,"Provided to YouTube by ACEE MEDIA

Glee to Gloom Â· Audio Attack

Quirky Orchestral Colours

â„— 2023 Audio Attack

Composer: Attack

Auto-generated by YouTube.","Audio Attack,Quirky Orchestral Colours,Glee to Gloom",10,0,0,0,PT1M44S,hd,public
"Glee - All ""Don't Stop Believing"" Performances",G4eY8JChF6k,balegdah,2016-12-31T16:47:20Z,"The one and only song of Glee : ""Don't stop Believing"" had been performed a couple of times in the series. Here are those performances in correct order. Enjoy :)","glee,song,believin',correct order,season 5,season 1,every number,every performance,journey",22,4268774,49735,1717,PT11M40S,hd,public
"The Flash has a ""Glee"" reunion #theflash #supergirl #glee #barryallen #karadanvers #shorts",Pa1g7YPMp0c,Barry & Iris,2025-02-28T20:30:04Z,"The Flash, Supergirl
Barry Allen - Grant Gustin
Kara Danvers - Melissa Benoist
Music Meister - Darren Criss
Arrowverse","The Flash,Barry Allen,Supergirl,Kara Danvers,Grant Gustin,Melissa Benoist,Darren Criss,Blaine Anderson,Sebastian",24,15437,1071,5,PT40S,hd,public
GLEE - Smooth Criminal (Full Performance) (Official Music Video) HD,kZyLmn2moMM,"Being part of something special, makes you special! â™¥",2016-01-30T13:02:20Z,"GLEE - Full Performance of Smooth Criminal.
Originally performed by: Michael Jackson.
Sung by: Santana Lopez/Naya Rivera and Sebastian Smythe/Grant Gustin.
Episode: 3x11 ""Michael"".","Glee (TV Program),Glee (Musical Genre)",10,53685651,495673,28223,PT3M14S,hd,public
GLEE - If I Die Young (Full Performance) + Break Down (Official Music Video) HD,TlWHTfrGhoY,"Being part of something special, makes you special! â™¥",2013-10-13T17:34:23Z,"GLEE - Full Performance of If I Die Young + Break Down + Kurt Talk.
Sung by: Santana Lopez/Naya Rivera.
Episode: 5x03 ""The Quaterback"".","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,40989670,384623,29294,PT4M15S,hd,public
GLEE - The Scientist (Full Performance) (Official Music Video),t9yuMK_fRW4,"Being part of something special, makes you special! â™¥",2013-07-23T17:57:00Z,"GLEE - Full Performance of The Scientist.
Sung by: Finn Hudson/Cory Monteith [R.I.P.], Rachel Berry/Lea Michele, Blaine Anderson/Darren Criss, Kurt Hummel/Chris Colfer, Santana Lopez/Naya Rivera, Brittany S. Pierce/Heather Morris, William Schuester/Matthew Morrison and Emma Pillsbury/Jayma Mays.
From 4x04 (the Break-Up).","Glee (TV Program),Glee (Musical Genre),Performance",10,40095795,214469,7352,PT3M40S,hd,public
GLEE - Here's To Us (Full Performance) (Official Music Video),ZemPI9jlFXo,"Being part of something special, makes you special! â™¥",2013-08-02T11:43:24Z,"GLEE - Full Performance of Here's To Us.
Sung by: Rachel Berry/Lea Michele.
From 3x14 (On My Way).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,32830444,88933,2811,PT2M36S,hd,public
GLEE - Whistle (Full Performance) (Official Music Video),EVrkjKLFNsA,"Being part of something special, makes you special! â™¥",2013-09-01T21:45:33Z,"GLEE - Full Performance of Whistle.
Sung by: Hunter Clarington/Nolan Gerard Funk with The Warblers.
From 4x08 (Thanksgiving).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,25016708,107618,3822,PT2M11S,hd,public
GLEE - Singing In The Rain/Umbrella (Full Performance) (Official Music Video),wnDrfyol29Q,"Being part of something special, makes you special! â™¥",2013-08-11T14:14:43Z,"GLEE - Full Performance of Singing In The Rain/Umbrella.
Sung by: Artie Abrams/Kevin McHale, Holly Holiday/Gwyneth Paltrow, William Schuester and New Directions.
From 2x07 (The Substitute).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,24653496,120866,2955,PT2M31S,hd,public
GLEE - Uptown Girl (Full Performance) (Official Music Video),VejTLENKSzQ,"Being part of something special, makes you special! â™¥",2013-07-25T17:24:51Z,"GLEE - Full Performance of Uptown Girl.
Sung by: The Warblers.
From 3x05 (The First Time).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,22774684,81460,3449,PT2M15S,hd,public
GLEE - Stereo Hearts (Full Performance) (Official Music Video),cWTt2OPK2dM,"Being part of something special, makes you special! â™¥",2013-09-09T10:51:53Z,"GLEE - Full Performance of Stereo Hearts.
Sung by: Joe Hart/Samuel Larsen, Sam Evans/Chord Overstreet, Mercedes Jones/Amber Riley and Quinn Fabray/Dianna Agron.
From 3x13 (Heart).","Glee (TV Program),Glee (Musical Genre),Stereo Hearts,Official,Performance",10,21582995,101339,1602,PT2M25S,hd,public
GLEE - I Will Always Love You (Full Performance) (Official Music Video),WAlkk6EjW6k,"Being part of something special, makes you special! â™¥",2013-09-09T15:09:14Z,"GLEE - Full Performance of I Will Always Love You.
Sung by: Mercedes Jones/Amber Riley.
From 3x13 ""Heart"".","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,21469142,171485,4767,PT4M8S,hd,public
GLEE - Gives You Hell (Full Performance) (Official Music Video) HD,VFFrcJM0lAI,"Being part of something special, makes you special! â™¥",2013-10-13T13:02:13Z,"GLEE - Full Performance of Gives You Hell.
Sung by: Rachel Berry/Lea Michele with The New Directions.
Episode: 1x14 ""Hell-O"".","Glee (TV Program),Glee (Musical Genre),Gives You Hell (Composition),Official,Performance",10,19612768,89427,3206,PT2M43S,hd,public
GLEE - Dance With Somebody (Who Loves Me) (Full Performance) (Official Music Video) HD,g-Q9AH9ou5A,"Being part of something special, makes you special! â™¥",2013-10-28T17:22:21Z,"GLEE - Full Performance of Dance With Somebody (Who Loves Me).
Sung by: Brittany S. Pierce/heather Morris and Santana Lopez/Naya Rivera.
Episode: 3x17 ""Dance With Somebody"".","Glee (TV Program),Glee (Musical Genre),Dance With Somebody (TV Episode),Official,Performance",10,19186220,69490,1362,PT2M27S,hd,public
GLEE - Give Your Heart A Break (Full Performance) (Official Music Video),wHxJ7Z-42V8,"Being part of something special, makes you special! â™¥",2013-07-25T15:33:34Z,"GLEE - Full Performance of Give Your Heart A Break.
Sung by: Rachel Berry/Lea Michele and Brody Weston/Dean Geyer.
From 4x04 (The Break-Up).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,19151371,83046,1782,PT2M12S,hd,public
GLEE - Keep Holdin' On (Full Performance) (Official Music Video) HD,Zh3v0vyGkuI,"Being part of something special, makes you special! â™¥",2013-09-21T19:25:27Z,"GLEE - Full Performance of Keep Holdin' On.
Sung by: Rachel Berry/Lea Michele and Finn Hudson/Cory Monteith [R.I.P.].
Episode: 1x07 ""Throwdown"".

Follow me on Google +: https://plus.google.com/u/0/b/117114288124822439242/117114288124822439242","Glee (TV Program),Glee (Musical Genre)",10,17708988,72203,1999,PT2M28S,hd,public
GLEE - Somewhere Only We Know (Full Performance) (Official Music Video) HD,wa532g6PwqY,"Being part of something special, makes you special! â™¥",2013-10-06T12:53:35Z,"GLEE - Full Performance of Somewhere Only We Know.
Sung by: Blaine Anderson/Darren Criss with The Warblers.
Episode: 2x18 ""Born This Way"".","Glee (TV Program),Glee (Musical Genre),Somewhere Only We Know (Composition),Official,Performance",10,17601143,128439,3700,PT3M9S,hd,public
GLEE - I Have Nothing (Full Performance) (Official Music Video) HD,JpYZ0mDTzc4,"Being part of something special, makes you special! â™¥",2013-10-30T18:30:03Z,"GLEE - Full Performance of I Have Nothing.
Sung by: Chris Colfer/Kurt Hummel.
Episode: 3x17 ""Dance With Somebody"".","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,17136367,120191,3550,PT3M6S,hd,public
GLEE - Live While We're Young (Full Performance) (Official Music Video) HD,HmFUaxZadI8,"Being part of something special, makes you special! â™¥",2013-10-02T16:42:45Z,"GLEE - Full Performance of Live While We're Young.
Sung by: Sebastian Smythe/Grant Gustin with The Warblers.
Episode: 4x08 ""Thanksgiving"".","Glee (TV Program),Glee (Musical Genre),Performance,Official",10,16369335,84505,3613,PT2M20S,hd,public
GLEE - I Feel Pretty/Unpretty (Full Performance) (Official Music Video) HD,vRaJkZ_Za3c,"Being part of something special, makes you special! â™¥",2013-10-20T09:22:12Z,"GLEE - Full Performance of I Feel Pretty/Unpretty.
Sung by: Quinn Fabray/Dianna Agron and Rachel Berry/Lea Michele.
Episode: 2x18 ""Born This Way"".","Glee (TV Program),Glee (Musical Genre),Official,Performance,West Side Story (Play)",10,16191083,92734,2556,PT2M43S,hd,public
GLEE - Last Friday Night (Full Performance) (Official Music Video) HD,ZuhwIbirL-4,"Being part of something special, makes you special! â™¥",2014-02-09T11:21:48Z,"GLEE - Full Performance of Last Friday Night.
Sung by: Blaine Anderson/Darren Criss with The New Directions.
Episode: 3x04 ""Pot o' Gold"".

Give this video a Thumbs Up and Follow Me here: 
Google +: https://plus.google.com/+SwiftieGleekSmiler
Twitter: https://twitter.com/SwiftieGleekS

Share this video with who you want and if you want to put this on your channel, don't forget to GIVE Me CREDITS. 
THANK YOU. Love you Guys!!! â™¥","Glee (TV Program),Glee (Musical Genre),Last Friday Night (T.G.I.F.) (Composition),Performance,Official",10,15652349,63264,1254,PT2M28S,hd,public
GLEE - Hopelessly Devoted To You (Full Performance) (Official Music Video),zUT5VQzF-QY,"Being part of something special, makes you special! â™¥",2013-09-03T15:55:33Z,"GLEE - Full Performance of Hopelessly Devoted To You.
Sung by: Blaine Anderson/Darren Criss.
From 4x05 (The Role You Were Born To Play).","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,15106107,114030,3094,PT3M2S,hd,public
GLEE - We've Got Tonight (Full Performance) (Official Music Video) HD,ScgadJaEOlw,"Being part of something special, makes you special! â™¥",2013-10-08T17:55:07Z,"GLEE - Full Performance of We've Got Tonight.
Sung by: Rachel Berry/Lea Michele, Finn Hudson/Cory Monteith [R.I.P.], Kurt Hummel/Chris Colfer, Blaine Anderson/Darren Criss, Marley Rose/Melissa Benoist, Jake Puckerman/Jacob Artist, Quinn Fabray/Dianna Agron, Santana Lopez/Naya Rivera, Artie Abrams/Kevin McHale, Betty Pillsbury/Ali Stroker.
Episode: 4x14 ""I Do"".","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,15028259,55224,2253,PT4M18S,hd,public
GLEE - ABC (Full Performance) (Official Music Video),MUEAl-wR88g,"Being part of something special, makes you special! â™¥",2013-08-01T14:59:57Z,"GLEE - Full Performance of ABC.
Sung by: Tina Cohen-Chang/Jenna Ushkowitz, Mike Chang/Harry Shum Jr., Kurt Hummel/Chris Colfer and New Directions.","Glee (TV Program),Glee (Musical Genre),Official,Performance",10,14668613,46402,1463,PT2M30S,hd,public
GLEE - Don't Speak (Full Performance) (Official Music Video),a7aE6L8bua0,"Being part of something special, makes you special! â™¥",2013-07-22T17:18:40Z,"GLEE - Full Performance of Don't Speak.
Sung by: Finn Hudson/Cory Monteith (R.I.P.), Rachel Berry/Lea Michele, Blaine Anderson/Darren Criss and Kurt Hummel/Chris Colfer.
From 4x04 (The Break-Up).","Glee (TV Program),Glee (Musical Genre),Performance",10,14505170,56576,1297,PT2M11S,hd,public
